DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
INF-1037,Water Pump SCADA,Johnson Controls,Model-X24,v3.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1038,Water Pump SCADA,Johnson Controls,Model-Y91,v2.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1039,Water Pump SCADA,Johnson Controls,Model-Z56,v3.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1040,Water Pump SCADA,Johnson Controls,Model-X48,v4.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1041,Water Pump SCADA,Honeywell,Model-Y59,v1.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1042,Building Management System,Otis,Model-X53,v3.0,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1043,Traffic Controller,Johnson Controls,Model-Z45,v4.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1044,Building Management System,Siemens,Model-Z96,v4.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1045,Elevator Control,Honeywell,Model-X34,v0.5,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1046,Smart Meter,Siemens,Model-X66,v1.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1047,Water Pump SCADA,Honeywell,Model-Y18,v0.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1048,Traffic Controller,Otis,Model-Z40,v1.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1049,Building Management System,Siemens,Model-Y13,v3.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
