DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
INF-1028,Elevator Control,Otis,Model-Z23,v4.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1029,Elevator Control,Siemens,Model-X96,v1.4,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1030,Building Management System,Honeywell,Model-Z26,v2.3,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1031,Water Pump SCADA,Siemens,Model-X25,v1.9,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1032,Building Management System,Otis,Model-Z18,v2.8,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1033,Building Management System,Siemens,Model-Y36,v4.3,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1034,Elevator Control,Siemens,Model-X94,v0.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1035,Elevator Control,Honeywell,Model-Y72,v4.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1036,Elevator Control,Siemens,Model-Z18,v4.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1037,Smart Meter,Johnson Controls,Model-X21,v3.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1038,Elevator Control,Johnson Controls,Model-Y57,v0.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1039,Smart Meter,Honeywell,Model-Z1,v1.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1040,Elevator Control,Siemens,Model-X40,v3.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1041,Smart Meter,Johnson Controls,Model-X51,v0.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1042,Elevator Control,Otis,Model-Z50,v4.7,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1043,Elevator Control,Siemens,Model-X35,v3.5,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1044,Traffic Controller,Siemens,Model-X33,v4.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1045,Water Pump SCADA,Otis,Model-X46,v1.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1046,Traffic Controller,Siemens,Model-Z25,v1.0,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1047,Traffic Controller,Siemens,Model-Z77,v3.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1048,Water Pump SCADA,Johnson Controls,Model-Z88,v2.7,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
INF-1049,Smart Meter,Siemens,Model-Z24,v1.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
