DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
LOG-1013,Barcode Scanner,Cognex,Model-Y19,v3.1,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1014,Automated Forklift,Cognex,Model-Y90,v2.0,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1015,Sorting Machine,Honeywell,Model-X22,v1.1,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1016,Fleet Tracker,Cognex,Model-X44,v4.9,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1017,Fleet Tracker,Toyota,Model-X56,v2.3,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1018,Automated Forklift,Toyota,Model-Z88,v4.8,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1019,Automated Forklift,Honeywell,Model-Y14,v4.2,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1020,Sorting Machine,Zebra,Model-X64,v2.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1021,Sorting Machine,Honeywell,Model-X17,v4.8,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1022,Barcode Scanner,Cognex,Model-Z67,v3.0,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1023,Automated Forklift,Toyota,Model-X49,v3.5,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1024,RFID Reader,Cognex,Model-X97,v2.7,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1025,Automated Forklift,Honeywell,Model-X16,v0.5,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1026,Sorting Machine,Toyota,Model-Y79,v2.3,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1027,Automated Forklift,Cognex,Model-X54,v4.6,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1028,Fleet Tracker,Honeywell,Model-Y41,v1.4,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1029,Sorting Machine,Toyota,Model-X63,v3.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1030,Automated Forklift,Honeywell,Model-Y69,v0.9,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1031,Barcode Scanner,Toyota,Model-Z27,v2.3,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1032,Sorting Machine,Cognex,Model-Z10,v0.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1033,Sorting Machine,Zebra,Model-X22,v1.8,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1034,Barcode Scanner,Cognex,Model-Y84,v3.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1035,Sorting Machine,Toyota,Model-Z51,v3.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1036,Barcode Scanner,Honeywell,Model-X25,v1.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1037,Sorting Machine,Cognex,Model-Y93,v0.9,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1038,Sorting Machine,Cognex,Model-X67,v0.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1039,Fleet Tracker,Zebra,Model-Y5,v2.9,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1040,Automated Forklift,Cognex,Model-Z60,v3.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1041,Fleet Tracker,Honeywell,Model-Z47,v2.5,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1042,Fleet Tracker,Zebra,Model-Z49,v2.5,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1043,Barcode Scanner,Honeywell,Model-X9,v3.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1044,RFID Reader,Honeywell,Model-X53,v2.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1045,Barcode Scanner,Honeywell,Model-X58,v4.9,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1046,RFID Reader,Honeywell,Model-Y30,v1.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1047,Automated Forklift,Cognex,Model-Z60,v0.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1048,Sorting Machine,Cognex,Model-Y3,v0.0,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
LOG-1049,Fleet Tracker,Zebra,Model-Z58,v3.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
