DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
OTH-1015,Smart Thermostat,HID,Model-X12,v0.8,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1016,Printer,Ring,Model-Z10,v2.6,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1017,VoIP Phone,Ring,Model-Y20,v1.7,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1018,Security Camera,HID,Model-Y46,v2.8,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1019,Access Control,HID,Model-Y33,v2.4,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1020,Access Control,Polycom,Model-Y65,v2.3,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1021,VoIP Phone,HP,Model-Y11,v3.5,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1022,VoIP Phone,HID,Model-Z51,v1.8,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1023,Smart Thermostat,HID,Model-Y40,v3.3,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1024,VoIP Phone,Ring,Model-Z73,v1.7,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1025,Smart Thermostat,Ring,Model-Z13,v1.5,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1026,VoIP Phone,Nest,Model-Z80,v3.6,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1027,Security Camera,HID,Model-Y36,v3.7,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1028,VoIP Phone,Polycom,Model-Z38,v4.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1029,Smart Thermostat,HID,Model-Z51,v1.3,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1030,Smart Thermostat,Polycom,Model-X53,v1.3,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1031,Access Control,Polycom,Model-X26,v2.8,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1032,VoIP Phone,Polycom,Model-Z52,v2.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1033,Printer,HP,Model-Z72,v3.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1034,Smart Thermostat,Nest,Model-X32,v3.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1035,Access Control,HP,Model-X43,v2.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1036,Smart Thermostat,Nest,Model-Z51,v4.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1037,Smart Thermostat,HID,Model-X0,v2.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1038,Printer,Polycom,Model-Z96,v0.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1039,Security Camera,HID,Model-Y51,v1.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1040,Access Control,HID,Model-X79,v3.7,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1041,Security Camera,Polycom,Model-Y0,v3.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1042,Smart Thermostat,HP,Model-X15,v2.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1043,VoIP Phone,Nest,Model-X40,v1.9,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1044,Access Control,HID,Model-Z44,v2.5,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1045,VoIP Phone,Nest,Model-Z2,v0.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1046,Security Camera,HP,Model-Z92,v2.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1047,Printer,HP,Model-Z91,v1.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1048,Smart Thermostat,HP,Model-Z88,v3.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
OTH-1049,Smart Thermostat,HID,Model-Z91,v4.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
