DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
HEA-1023,Infusion Pump,Philips,Model-Y8,v2.4,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1024,MRI Scanner,Medtronic,Model-X52,v2.7,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1025,Infusion Pump,GE Healthcare,Model-Z51,v1.2,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1026,X-Ray Machine,GE Healthcare,Model-X27,v4.2,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1027,Infusion Pump,Drager,Model-Z6,v4.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1028,X-Ray Machine,Medtronic,Model-X96,v1.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1029,X-Ray Machine,Philips,Model-Z10,v3.2,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1030,Infusion Pump,Drager,Model-Z26,v4.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1031,MRI Scanner,Drager,Model-Z24,v1.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1032,Patient Monitor,Drager,Model-X12,v4.1,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1033,X-Ray Machine,Drager,Model-X22,v0.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1034,Infusion Pump,Drager,Model-Y26,v2.1,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1035,Patient Monitor,Medtronic,Model-Y78,v3.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1036,MRI Scanner,GE Healthcare,Model-Y44,v4.8,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1037,Patient Monitor,Drager,Model-X35,v0.9,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1038,Lab Analyzer,GE Healthcare,Model-Y66,v3.7,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1039,X-Ray Machine,GE Healthcare,Model-X35,v0.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1040,Patient Monitor,Philips,Model-X10,v1.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1041,X-Ray Machine,Medtronic,Model-Z67,v0.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1042,Patient Monitor,Philips,Model-X66,v4.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1043,Patient Monitor,GE Healthcare,Model-Y17,v1.0,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1044,X-Ray Machine,GE Healthcare,Model-X11,v0.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1045,Infusion Pump,Drager,Model-Z62,v1.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1046,MRI Scanner,Drager,Model-Y72,v0.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1047,Patient Monitor,Drager,Model-Z9,v2.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1048,Lab Analyzer,GE Healthcare,Model-Z3,v1.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
HEA-1049,Lab Analyzer,Philips,Model-Z45,v3.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
