DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
IT-1037,Smart UPS,Cisco,Model-Z60,v1.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1038,Conference Room Hub,Cisco,Model-X43,v2.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1039,Smart UPS,Aruba,Model-Y94,v4.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1040,Network Switch,APC,Model-Z26,v1.5,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1041,Wifi Access Point,APC,Model-Z7,v3.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1042,Smart UPS,Aruba,Model-Y98,v4.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1043,Wifi Access Point,Dell,Model-Z78,v2.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1044,Network Switch,APC,Model-X10,v1.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1045,Conference Room Hub,Cisco,Model-Z92,v1.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1046,Wifi Access Point,Aruba,Model-Y75,v2.9,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1047,Wifi Access Point,Aruba,Model-Y39,v1.7,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1048,Smart UPS,Cisco,Model-Z62,v2.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
IT-1049,Server Rack,APC,Model-Y0,v2.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
