DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
BFS-1014,Biometric Scanner,NCR,Model-Y82,v2.4,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1015,Biometric Scanner,Cisco,Model-Y41,v2.5,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1016,ATM Controller,Hikvision,Model-X66,v3.6,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1017,Branch Router,Diebold,Model-Y78,v1.8,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1018,Biometric Scanner,Cisco,Model-Z76,v1.6,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1019,Video Surveillance,Diebold,Model-X13,v4.6,2025-12-11,Zone-2,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1020,Cash Recycler,Diebold,Model-X60,v4.7,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1021,Video Surveillance,NCR,Model-Z61,v1.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1022,Biometric Scanner,NCR,Model-Y24,v0.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1023,Video Surveillance,Cisco,Model-Y82,v1.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1024,Cash Recycler,Cisco,Model-Y94,v0.9,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1025,ATM Controller,Diebold,Model-Z5,v0.5,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1026,Biometric Scanner,Hikvision,Model-X67,v0.4,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1027,Branch Router,Hikvision,Model-Y92,v1.1,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1028,Cash Recycler,NCR,Model-Z16,v1.2,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1029,Video Surveillance,NCR,Model-Y54,v4.7,2025-12-11,Zone-3,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1030,Biometric Scanner,NCR,Model-Z89,v4.4,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1031,Cash Recycler,Cisco,Model-Z61,v0.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1032,Cash Recycler,Cisco,Model-X82,v2.7,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1033,Branch Router,Hikvision,Model-X5,v1.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1034,Branch Router,Diebold,Model-Y35,v3.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1035,Biometric Scanner,Diebold,Model-Y63,v3.6,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1036,Branch Router,Hikvision,Model-X66,v4.2,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1037,Branch Router,NCR,Model-Y56,v3.5,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1038,Video Surveillance,Diebold,Model-X64,v1.0,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1039,Biometric Scanner,NCR,Model-Y6,v4.7,2025-12-11,Zone-4,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1040,Branch Router,Cisco,Model-Y36,v4.4,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1041,Branch Router,Cisco,Model-Z95,v2.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1042,Branch Router,Diebold,Model-Z43,v4.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1043,ATM Controller,Hikvision,Model-X90,v1.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1044,ATM Controller,Hikvision,Model-Y41,v3.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1045,Video Surveillance,Diebold,Model-Y22,v4.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1046,ATM Controller,NCR,Model-Y13,v2.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1047,Cash Recycler,Diebold,Model-Y42,v0.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1048,Cash Recycler,Diebold,Model-Z52,v3.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
BFS-1049,Video Surveillance,Diebold,Model-Y49,v4.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
