DeviceID,DeviceType,Manufacturer,Model,FirmwareVersion,LastPatched,Location,NetworkSegment,AuthMethod,Encryption,OpenPorts,TrafficAnomaly,Criticality,Status,RiskFactor
MAN-1040,Conveyor Sensor,Fanuc,Model-Z48,v1.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1041,Industrial Gateway,Rockwell,Model-Z44,v1.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1042,HVAC Controller,Fanuc,Model-Y46,v3.0,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1043,HVAC Controller,Schneider Electric,Model-Z18,v2.0,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1044,HVAC Controller,Siemens,Model-Y31,v0.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1045,HVAC Controller,Rockwell,Model-Y60,v4.6,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1046,CNC Machine,Fanuc,Model-Y67,v3.1,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1047,Industrial Gateway,Rockwell,Model-X42,v1.2,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1048,PLC Controller,Rockwell,Model-Y94,v2.8,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
MAN-1049,Robotic Arm,Rockwell,Model-Z88,v4.3,2025-12-11,Zone-5,Secure-VLAN,MFA/Cert,AES-256,"443",None,Low,Active,None
